,Aayu Malun Khola Hydro-Electric Project,Apsuwa I HEP,Chujung Khola HEP,Dudhkoshi 10 HEP,Dudhkoshi-6 HEP,Ghunsa Khola HPP,Ghunsa-Tamor HPP,Hongu Khola HPP,Ikhuwa Khola HEP,Isuwa Khola Hydropower Project,Kabeli B - 1,Kabeli-3 HEP,Kabeli-A,Kasuwa Khola HPP,Lower Hewa,Lower Isuwa Khola HPP,Lower Solu Hydropower Project,Luja Khola HPP,Mewa khola HPP,Mewa Khola Hydropower project,Middle Hongu Khola B HPP,Middle Hongukhola A Hydropower Project,Middle Mewa HPP,Middle Tamor,Palun khola small Hydropower Project,Simbuwa Khola Hydroelectric Project,Solu Hydropower Project,Solu Khola (Dudha Koshi),Super Inkhu Khola,Tamor Khola-5 HEP,Upper Apsuwa HEP,Upper Barunkhola HEP,Upper Inkhu Khola HEP,Upper Isuwa,Upper Kabeli HPP,Upper Mewa Khola -A HPP,Upper Sankhuwa Khola HEP,Upper Simbuwa Khola HPP,Upper Tamor A HPP,Upper Tamor HEP,solar_site_0,solar_site_1,solar_site_2,solar_site_3,solar_site_4,solar_site_5,solar_site_6,solar_site_7,solar_site_8,solar_site_9,solar_site_10,solar_site_11,solar_site_12,solar_site_13,solar_site_14,solar_site_15,solar_site_16,solar_site_17,solar_site_18,solar_site_19
2020-01-02 02:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 03:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 04:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 05:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 06:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 07:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 08:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0998980632008155,0.1119096509240246,0.1008146639511201,0.1074718526100307,0.0998980632008155,0.1074718526100307,0.1129363449691991,0.1121399176954732,0.1121399176954732,0.11740473738414,0.0938775510204081,0.0938775510204081,0.1021450459652706,0.1206543967280163,0.1243680485338726,0.105050505050505,0.125124131082423,0.1334622823984526,0.1297560975609756,0.1496663489037178
2020-01-02 09:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.2487257900101936,0.2433264887063655,0.2331975560081466,0.2896622313203685,0.2487257900101936,0.2896622313203685,0.2802874743326489,0.2767489711934156,0.2767489711934156,0.2718846549948506,0.2428571428571428,0.2428571428571428,0.2808988764044944,0.3077709611451942,0.3104145601617796,0.2898989898989899,0.3217477656405164,0.3307543520309478,0.3414634146341463,0.3565300285986654
2020-01-02 10:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.3343527013251784,0.3470225872689938,0.3340122199592668,0.4370522006141248,0.3343527013251784,0.4370522006141248,0.37782340862423,0.3888888888888889,0.3888888888888889,0.4150360453141091,0.3316326530612244,0.3316326530612244,0.4259448416751787,0.4580777096114519,0.4752275025278059,0.4494949494949495,0.4915590863952334,0.5019342359767892,0.5082926829268293,0.5319351763584366
2020-01-02 11:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.4801223241590214,0.4117043121149897,0.5274949083503055,0.4841351074718526,0.4801223241590214,0.4841351074718526,0.526694045174538,0.4773662551440329,0.4773662551440329,0.5561277033985582,0.413265306122449,0.413265306122449,0.5495403472931563,0.5766871165644172,0.5915065722952477,0.5727272727272728,0.5998013902681232,0.6189555125725339,0.6224390243902439,0.6320305052430887
2020-01-02 12:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.6411824668705403,0.4907597535934291,0.6334012219959266,0.4513817809621289,0.6411824668705403,0.4513817809621289,0.6396303901437371,0.5483539094650206,0.5483539094650206,0.6323377960865088,0.6224489795918368,0.6224489795918368,0.634320735444331,0.6339468302658486,0.6420626895854399,0.6383838383838384,0.6514399205561072,0.6856866537717602,0.6809756097560976,0.6854146806482364
2020-01-02 13:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.6340468909276249,0.5431211498973306,0.6232179226069247,0.5383828045035824,0.6340468909276249,0.5383828045035824,0.6273100616016427,0.6162551440329218,0.6162551440329218,0.6189495365602472,0.6265306122448979,0.6265306122448979,0.6302349336057201,0.6257668711656442,0.621840242669363,0.6444444444444445,0.5958291956305859,0.6431334622823984,0.6673170731707317,0.6901811248808389
2020-01-02 14:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.5575942915392457,0.5400410677618069,0.5570264765784114,0.5363357215967247,0.5575942915392457,0.5363357215967247,0.5523613963039015,0.5555555555555556,0.5555555555555556,0.5386199794026777,0.5469387755102041,0.5469387755102041,0.5566905005107252,0.5552147239263804,0.5591506572295247,0.5626262626262626,0.4806355511420059,0.5589941972920697,0.5990243902439024,0.6062917063870352
2020-01-02 15:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.4148827726809378,0.3963039014373716,0.4134419551934827,0.4032753326509724,0.4148827726809378,0.4032753326509724,0.4075975359342916,0.4084362139917695,0.4084362139917695,0.3944387229660144,0.4010204081632653,0.4010204081632653,0.4147088866189989,0.4079754601226993,0.4024266936299292,0.4242424242424242,0.2869910625620655,0.3984526112185687,0.4526829268292683,0.4632983794089609
2020-01-02 16:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.2262996941896024,0.2073921971252566,0.2240325865580448,0.2128966223132037,0.2262996941896024,0.2128966223132037,0.2135523613963039,0.2170781893004115,0.2170781893004115,0.1874356333676622,0.2214285714285714,0.2214285714285714,0.2093973442288049,0.2157464212678936,0.2123356926188069,0.2313131313131313,0.1400198609731877,0.2253384912959381,0.2634146341463415,0.2735938989513822
2020-01-02 17:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0234454638124362,0.0143737166324435,0.0224032586558044,0.0204708290685772,0.0234454638124362,0.0204708290685772,0.0123203285420944,0.0185185185185185,0.0185185185185185,0.0072090628218331,0.0265306122448979,0.0265306122448979,0.027579162410623,0.0194274028629856,0.025278058645096,0.0343434343434343,0.0218470705064548,0.0145067698259187,0.0165853658536585,0.0400381315538608
2020-01-02 18:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 19:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 20:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 21:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 22:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 23:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 00:00:00,1.0,0.8532165086272007,0.8746197269782949,1.0,1.0,0.9049299726425082,0.9049299726425082,1.0,0.8699443114600732,0.9037942056608692,0.8764772642103139,0.7994924052713518,0.9326338375677348,0.8654264386173648,1.0,0.9037942056608692,1.0,0.996901406481721,0.8708756229572661,0.8708756229572661,1.0,1.0,1.0,0.8963225420215456,0.8707296787785714,0.751771633044302,1.0,1.0,1.0,1.0,0.8532165086272007,1.0,0.950458067670778,0.9037942056608692,0.7993054652454644,1.0,0.8916254202549644,0.7765456150708558,0.8963225420215456,0.8878063025655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 01:00:00,1.0,0.8409713698213378,0.8635508456050794,1.0,1.0,0.8980039426124856,0.8980039426124856,1.0,0.8687254265454243,0.8884950870310666,0.8851611184828394,0.8098637287494651,0.9247911063013244,0.8535248241913909,1.0,0.8884950870310666,1.0,0.9761753447172272,0.8633975032141227,0.8633975032141227,1.0,1.0,1.0,0.889725106543414,0.8691816579017775,0.7541025045779106,1.0,1.0,1.0,1.0,0.8409713698213378,1.0,0.9329259053110238,0.8884950870310666,0.8093448256856215,1.0,0.8776219923010474,0.7856101728219261,0.889725106543414,0.8781448341583401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 02:00:00,1.0,0.8409713698213378,0.8635508456050794,1.0,1.0,0.8980039426124856,0.8980039426124856,1.0,0.8687254265454243,0.8884950870310666,0.8851611184828394,0.8098637287494651,0.9247911063013244,0.8535248241913909,1.0,0.8884950870310666,1.0,0.9761753447172272,0.8633975032141227,0.8633975032141227,1.0,1.0,1.0,0.889725106543414,0.8691816579017775,0.7541025045779106,1.0,1.0,1.0,1.0,0.8409713698213378,1.0,0.9329259053110238,0.8884950870310666,0.8093448256856215,1.0,0.8776219923010474,0.7856101728219261,0.889725106543414,0.8781448341583401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 03:00:00,1.0,0.8409713698213378,0.8635508456050794,1.0,1.0,0.8980039426124856,0.8980039426124856,1.0,0.8687254265454243,0.8884950870310666,0.8851611184828394,0.8098637287494651,0.9247911063013244,0.8535248241913909,1.0,0.8884950870310666,1.0,0.9761753447172272,0.8633975032141227,0.8633975032141227,1.0,1.0,1.0,0.889725106543414,0.8691816579017775,0.7541025045779106,1.0,1.0,1.0,1.0,0.8409713698213378,1.0,0.9329259053110238,0.8884950870310666,0.8093448256856215,1.0,0.8776219923010474,0.7856101728219261,0.889725106543414,0.8781448341583401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 04:00:00,1.0,0.8409713698213378,0.8635508456050794,1.0,1.0,0.8980039426124856,0.8980039426124856,1.0,0.8687254265454243,0.8884950870310666,0.8851611184828394,0.8098637287494651,0.9247911063013244,0.8535248241913909,1.0,0.8884950870310666,1.0,0.9761753447172272,0.8633975032141227,0.8633975032141227,1.0,1.0,1.0,0.889725106543414,0.8691816579017775,0.7541025045779106,1.0,1.0,1.0,1.0,0.8409713698213378,1.0,0.9329259053110238,0.8884950870310666,0.8093448256856215,1.0,0.8776219923010474,0.7856101728219261,0.889725106543414,0.8781448341583401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 05:00:00,1.0,0.8409713698213378,0.8635508456050794,1.0,1.0,0.8980039426124856,0.8980039426124856,1.0,0.8687254265454243,0.8884950870310666,0.8851611184828394,0.8098637287494651,0.9247911063013244,0.8535248241913909,1.0,0.8884950870310666,1.0,0.9761753447172272,0.8633975032141227,0.8633975032141227,1.0,1.0,1.0,0.889725106543414,0.8691816579017775,0.7541025045779106,1.0,1.0,1.0,1.0,0.8409713698213378,1.0,0.9329259053110238,0.8884950870310666,0.8093448256856215,1.0,0.8776219923010474,0.7856101728219261,0.889725106543414,0.8781448341583401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 06:00:00,1.0,0.8409713698213378,0.8635508456050794,1.0,1.0,0.8980039426124856,0.8980039426124856,1.0,0.8687254265454243,0.8884950870310666,0.8851611184828394,0.8098637287494651,0.9247911063013244,0.8535248241913909,1.0,0.8884950870310666,1.0,0.9761753447172272,0.8633975032141227,0.8633975032141227,1.0,1.0,1.0,0.889725106543414,0.8691816579017775,0.7541025045779106,1.0,1.0,1.0,1.0,0.8409713698213378,1.0,0.9329259053110238,0.8884950870310666,0.8093448256856215,1.0,0.8776219923010474,0.7856101728219261,0.889725106543414,0.8781448341583401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 07:00:00,1.0,0.8409713698213378,0.8635508456050794,1.0,1.0,0.8980039426124856,0.8980039426124856,1.0,0.8687254265454243,0.8884950870310666,0.8851611184828394,0.8098637287494651,0.9247911063013244,0.8535248241913909,1.0,0.8884950870310666,1.0,0.9761753447172272,0.8633975032141227,0.8633975032141227,1.0,1.0,1.0,0.889725106543414,0.8691816579017775,0.7541025045779106,1.0,1.0,1.0,1.0,0.8409713698213378,1.0,0.9329259053110238,0.8884950870310666,0.8093448256856215,1.0,0.8776219923010474,0.7856101728219261,0.889725106543414,0.8781448341583401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 08:00:00,1.0,0.8409713698213378,0.8635508456050794,1.0,1.0,0.8980039426124856,0.8980039426124856,1.0,0.8687254265454243,0.8884950870310666,0.8851611184828394,0.8098637287494651,0.9247911063013244,0.8535248241913909,1.0,0.8884950870310666,1.0,0.9761753447172272,0.8633975032141227,0.8633975032141227,1.0,1.0,1.0,0.889725106543414,0.8691816579017775,0.7541025045779106,1.0,1.0,1.0,1.0,0.8409713698213378,1.0,0.9329259053110238,0.8884950870310666,0.8093448256856215,1.0,0.8776219923010474,0.7856101728219261,0.889725106543414,0.8781448341583401,0.1121304791029561,0.1170431211498973,0.1130346232179226,0.1187308085977482,0.1121304791029561,0.1187308085977482,0.1190965092402464,0.1244855967078189,0.1244855967078189,0.1225540679711637,0.1112244897959183,0.1112244897959183,0.1133810010214504,0.1267893660531697,0.1243680485338726,0.1171717171717171,0.1191658391261171,0.1460348162475822,0.1356097560975609,0.1496663489037178
2020-01-03 09:00:00,1.0,0.8409713698213378,0.8635508456050794,1.0,1.0,0.8980039426124856,0.8980039426124856,1.0,0.8687254265454243,0.8884950870310666,0.8851611184828394,0.8098637287494651,0.9247911063013244,0.8535248241913909,1.0,0.8884950870310666,1.0,0.9761753447172272,0.8633975032141227,0.8633975032141227,1.0,1.0,1.0,0.889725106543414,0.8691816579017775,0.7541025045779106,1.0,1.0,1.0,1.0,0.8409713698213378,1.0,0.9329259053110238,0.8884950870310666,0.8093448256856215,1.0,0.8776219923010474,0.7856101728219261,0.889725106543414,0.8781448341583401,0.3149847094801223,0.2659137577002053,0.3177189409368635,0.323439099283521,0.3149847094801223,0.323439099283521,0.2720739219712526,0.3261316872427983,0.3261316872427983,0.2646755921730175,0.3142857142857143,0.3142857142857143,0.3176710929519918,0.3292433537832311,0.3174924165824064,0.3191919191919192,0.3157894736842105,0.351063829787234,0.3414634146341463,0.3574833174451859
